file_order,col_name,col_type,length,col_description,codes,code_map
34,RENSAF,Num,8,"Fire, safety, or security upgrade","1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '1946 to 1959', '4': '1960 to 1969', '5': '1970 to 1979', '6': '1980 to 1989', '7': '1990 to 1999', '8': '2000 to 2012', '9': '2013 to 2018', '11': 'Other shape', '12': 'Religious worship', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping center', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': '+"" or cross shaped', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range'}"
35,RENSTR,Num,8,Structural upgrade,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '1946 to 1959', '4': '1960 to 1969', '5': '1970 to 1979', '6': '1980 to 1989', '7': '1990 to 1999', '8': '2000 to 2012', '9': '2013 to 2018', '11': 'Other shape', '12': 'Religious worship', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping center', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': '+"" or cross shaped', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range'}"
36,RENOTH,Num,8,Other renovation,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '1946 to 1959', '4': '1960 to 1969', '5': '1970 to 1979', '6': '1980 to 1989', '7': '1990 to 1999', '8': '2000 to 2012', '9': '2013 to 2018', '11': 'Other shape', '12': 'Religious worship', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping center', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': '+"" or cross shaped', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range'}"
37,ONEACT,Num,8,One activity in building,"1=Yes
2=No","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '1946 to 1959', '4': '1960 to 1969', '5': '1970 to 1979', '6': '1980 to 1989', '7': '1990 to 1999', '8': '2000 to 2012', '9': '2013 to 2018', '11': 'Other shape', '12': 'Religious worship', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping center', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': '+"" or cross shaped', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range'}"
38,DRYCL,Num,8,Dry cleaning onsite,"1=In this building
2=Off-site
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'In this building', '2': 'Off-site', '3': '1946 to 1959', '4': '1960 to 1969', '5': '1970 to 1979', '6': '1980 to 1989', '7': '1990 to 1999', '8': '2000 to 2012', '9': '2013 to 2018', '11': 'Other shape', '12': 'Religious worship', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping center', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': '+"" or cross shaped', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range'}"
39,VACANT,Num,8,Completely vacant,"1=Yes
2=No
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': '1946 to 1959', '4': '1960 to 1969', '5': '1970 to 1979', '6': '1980 to 1989', '7': '1990 to 1999', '8': '2000 to 2012', '9': '2013 to 2018', '11': 'Other shape', '12': 'Religious worship', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping center', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': '+"" or cross shaped', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range'}"
40,PBAPLUS,Num,8,More specific building activity,"1=Vacant
2=Administrative/professional office
3=Bank/other financial
4=Government office
5=Medical office (non-diagnostic)
6=Mixed-use office
7=Other office
8=Laboratory
9=Distribution/shipping center
10=Non-refrigerated warehouse
11=Public rental storage units
12=Convenience store (w/ or w/out gas station)
14=Grocery store/food market
15=Other food sales
16=Fire station/police station
17=Other public order and safety
18=Medical office (diagnostic)
19=Clinic/other outpatient health
20=Refrigerated warehouse
21=Religious worship
22=Entertainment/culture
23=Library
24=Recreation
25=Social/meeting
26=Other public assembly 
27=College/university 
28=Elementary school 
29=High school 30=Preschool/daycare 
31=Other classroom education 
32=Fast food 33=Restaurant/cafeteria 
34=Other food service 
35=Hospital/inpatient health 
36=Nursing home/assisted living 
37=Dormitory/fraternity/sorority 
38=Hotel/resort 
39=Motel/inn/bed and breakfast 
40=Other lodging 
42=Retail store 
43=Other retail 
44=Post office/postal center 
46=Vehicle service/repair shop 
47=Vehicle storage/maintenance 
48=Other service
49=Other 
50=Strip shopping mall 
51=Enclosed mall 
52=Courthouse/probation office 
54=Middle/junior high school 
55=Multi-grade school (any K-12)","{'00001 - 06436': 'continuous numerical range', '1': 'Vacant', '2': 'Administrative/professional office', '3': 'Bank/other financial', '4': 'Government office', '5': 'Medical office (non-diagnostic)', '6': 'Mixed-use office', '7': 'Other office', '8': 'Laboratory', '9': 'Distribution/shipping center', '11': 'Public rental storage units', '12': 'Convenience store (w/ or w/out gas station)', '13': 'Public assembly', '14': 'Grocery store/food market', '15': 'Other food sales', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Non-refrigerated warehouse', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Elementary school', '29': 'High school', '30': 'Preschool/daycare', '31': 'Other classroom education', '32': 'Fast food', '33': 'Restaurant/cafeteria', '34': 'Other food service', '35': 'Hospital/inpatient health', '36': 'Nursing home/assisted living', '37': 'Dormitory/fraternity/sorority', '38': 'Hotel/resort', '39': 'Motel/inn/bed and breakfast', '40': 'Other lodging', '42': 'Retail store', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)'}"
41,RWSEAT,Num,8,Religious worship seating capacity,"25 - 2,000
99995=More than 2,000
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Vacant', '2': 'Administrative/professional office', '3': 'Bank/other financial', '4': 'Government office', '5': 'Medical office (non-diagnostic)', '6': 'Mixed-use office', '7': 'Other office', '8': 'Laboratory', '9': 'Distribution/shipping center', '11': 'Public rental storage units', '12': 'Convenience store (w/ or w/out gas station)', '13': 'Public assembly', '14': 'Grocery store/food market', '15': 'Other food sales', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Non-refrigerated warehouse', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Elementary school', '29': 'High school', '30': 'Preschool/daycare', '31': 'Other classroom education', '32': 'Fast food', '33': 'Restaurant/cafeteria', '34': 'Other food service', '35': 'Hospital/inpatient health', '36': 'Nursing home/assisted living', '37': 'Dormitory/fraternity/sorority', '38': 'Hotel/resort', '39': 'Motel/inn/bed and breakfast', '40': 'Other lodging', '42': 'Retail store', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 2,000'}"
42,PBSEAT,Num,8,Assembly seating capacity,"0 - 15,000
999995=More than 15,000
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Vacant', '2': 'Administrative/professional office', '3': 'Bank/other financial', '4': 'Government office', '5': 'Medical office (non-diagnostic)', '6': 'Mixed-use office', '7': 'Other office', '8': 'Laboratory', '9': 'Distribution/shipping center', '11': 'Public rental storage units', '12': 'Convenience store (w/ or w/out gas station)', '13': 'Public assembly', '14': 'Grocery store/food market', '15': 'Other food sales', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Non-refrigerated warehouse', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Elementary school', '29': 'High school', '30': 'Preschool/daycare', '31': 'Other classroom education', '32': 'Fast food', '33': 'Restaurant/cafeteria', '34': 'Other food service', '35': 'Hospital/inpatient health', '36': 'Nursing home/assisted living', '37': 'Dormitory/fraternity/sorority', '38': 'Hotel/resort', '39': 'Motel/inn/bed and breakfast', '40': 'Other lodging', '42': 'Retail store', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 2,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000'}"
43,EDSEAT,Num,8,Number of classroom seats,"12 - 10,000
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Vacant', '2': 'Administrative/professional office', '3': 'Bank/other financial', '4': 'Government office', '5': 'Medical office (non-diagnostic)', '6': 'Mixed-use office', '7': 'Other office', '8': 'Laboratory', '9': 'Distribution/shipping center', '11': 'Public rental storage units', '12': 'Convenience store (w/ or w/out gas station)', '13': 'Public assembly', '14': 'Grocery store/food market', '15': 'Other food sales', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Non-refrigerated warehouse', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Elementary school', '29': 'High school', '30': 'Preschool/daycare', '31': 'Other classroom education', '32': 'Fast food', '33': 'Restaurant/cafeteria', '34': 'Other food service', '35': 'Hospital/inpatient health', '36': 'Nursing home/assisted living', '37': 'Dormitory/fraternity/sorority', '38': 'Hotel/resort', '39': 'Motel/inn/bed and breakfast', '40': 'Other lodging', '42': 'Retail store', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 2,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range'}"
44,FDSEAT,Num,8,Food service seating capacity,"0 - 1,000
Missing=Not applicable","{'00001 - 06436': 'continuous numerical range', '1': 'Vacant', '2': 'Administrative/professional office', '3': 'Bank/other financial', '4': 'Government office', '5': 'Medical office (non-diagnostic)', '6': 'Mixed-use office', '7': 'Other office', '8': 'Laboratory', '9': 'Distribution/shipping center', '11': 'Public rental storage units', '12': 'Convenience store (w/ or w/out gas station)', '13': 'Public assembly', '14': 'Grocery store/food market', '15': 'Other food sales', '16': 'Fire station/police station', '17': 'Other public order and safety', '18': 'Medical office (diagnostic)', '23': 'Library', '24': 'Recreation', '25': 'Social/meeting', '26': 'Other public assembly', '91': 'Other', '1,001 - 2,100,000': 'continuous numerical range', '10': 'Non-refrigerated warehouse', '1 - 9': 'continuous numerical range', '994': '10 - 14', '995': 'More than 10', '0 - 4': 'continuous numerical range', 'Missing': 'Not applicable', '7 - 50': 'continuous numerical range', '1 - 30': 'continuous numerical range', '1 - 10': 'continuous numerical range', '19': 'Clinic/other outpatient health', '20': 'Refrigerated warehouse', '21': 'Religious worship', '22': 'Entertainment/culture', '27': 'College/university', '28': 'Elementary school', '29': 'High school', '30': 'Preschool/daycare', '31': 'Other classroom education', '32': 'Fast food', '33': 'Restaurant/cafeteria', '34': 'Other food service', '35': 'Hospital/inpatient health', '36': 'Nursing home/assisted living', '37': 'Dormitory/fraternity/sorority', '38': 'Hotel/resort', '39': 'Motel/inn/bed and breakfast', '40': 'Other lodging', '42': 'Retail store', '43': 'Other retail', '44': 'Post office/postal center', '46': 'Vehicle service/repair shop', '47': 'Vehicle storage/maintenance', '48': 'Other service', '49': 'Other', '50': 'Strip shopping mall', '51': 'Enclosed mall', '52': 'Courthouse/probation office', '54': 'Middle/junior high school', '55': 'Multi-grade school (any K-12)', '25 - 2,000': 'continuous numerical range', '99995': 'More than 2,000', '0 - 15,000': 'continuous numerical range', '999995': 'More than 15,000', '12 - 10,000': 'continuous numerical range', '0 - 1,000': 'continuous numerical range'}"
