file_order,col_name,col_type,length,format,col_description,codes,code_map
27.0,RENOV,Char,1.0,$YESNO.,Any renovations,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
28.0,RENADD,Char,1.0,$YESNO.,Addition or annex,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
29.0,RENRDC,Char,1.0,$YESNO.,Reduction of floorspace,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
30.0,RENCOS,Char,1.0,$YESNO.,Cosmetic improvements,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
31.0,RENINT,Char,1.0,$YESNO.,Interior wall re-configuration,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
32.0,RENRFF,Char,1.0,$YESNO.,Roof replacement,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
33.0,RENWLL,Char,1.0,$YESNO.,Exterior wall replacement,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
34.0,RENWIN,Char,1.0,$YESNO.,Window replacement,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
35.0,RENHVC,Char,1.0,$YESNO.,HVAC equipment upgrade,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
36.0,RENLGT,Char,1.0,$YESNO.,Lighting upgrade,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
37.0,RENPLB,Char,1.0,$YESNO.,Plumbing system upgrade,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
38.0,RENELC,Char,1.0,$YESNO.,Electrical upgrade,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
39.0,RENINS,Char,1.0,$YESNO.,Insulation upgrade,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
40.0,RENSAF,Char,1.0,$YESNO.,"Fire, safety, or security upgrade","'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
41.0,RENSTR,Char,1.0,$YESNO.,Structural upgrade,"'1' = 'Yes'
'2' = 'No'
Missing = Not applicable","{'00001 - 06720': 'continuous numerical range', '1': 'Yes', '2': 'No', '3': 'About the same amount', '4': '26 to 50 percent', '5': '51 to 75 percent', '6': '76 to 100 percent', '7': 'Concrete', '8': 'No one major type', '9': 'Other', '01': 'January', '02': 'February', '04': 'April', '05': 'May', '06': 'June', '07': 'July', '08': 'August', '11': 'November', '12': 'December', '13': 'Public assembly', '14': 'Education', '15': 'Food service', '16': 'Inpatient health care', '17': 'Nursing', '18': 'Lodging', '23': 'Strip shopping mall', '24': 'Enclosed mall', '25': 'Retail other than mall', '26': 'Service', '91': 'Other', 'Missing': 'Not applicable', '1,001 - 1,500,000': 'continuous numerical range', '03': 'March', '09': 'September', '10': 'October', '1 - 14': 'continuous numerical range', '994': '15 to 25', '995': 'Before 1946', '0 - 7': 'continuous numerical range', '6 - 50': 'continuous numerical range', '1 - 50': 'continuous numerical range', '1 - 20': 'continuous numerical range', '1946 - 2012': 'continuous numerical range', '97': 'Undetermined'}"
