File order,"Variable
name",Variable type,"Len-
gth",Format,Label,Values/Format codes
659.0,ZCHLBEAM,Char,1.0,$ZVAR.,Imputed chiller system: Chilled beam,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
660.0,ZCHLPKG,Char,1.0,$ZVAR.,Imputed chiller system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
661.0,ZCHLDUCT,Char,1.0,$ZVAR.,Imputed chiller system: Duct reheat,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
662.0,ZDCWAIR,Char,1.0,$ZVAR.,Imputed district CW system: Central air handler,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
663.0,ZDCWFNCL,Char,1.0,$ZVAR.,Imputed district CW system: Fan coil units in rooms,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
664.0,ZDCWINDC,Char,1.0,$ZVAR.,Imputed district CW system: Induction units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
665.0,ZDCWLOOP,Char,1.0,$ZVAR.,Imputed district CW system: Water loop heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
666.0,ZDCWBEAM,Char,1.0,$ZVAR.,Imputed district CW system: Chilled beam,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
667.0,ZDCWPKG,Char,1.0,$ZVAR.,Imputed district CW system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
668.0,ZDCWDUCT,Char,1.0,$ZVAR.,Imputed district CW system: Duct reheat,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
669.0,ZHPCPKG,Char,1.0,$ZVAR.,Imputed heat pump cooling system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
670.0,ZHPCSPLT,Char,1.0,$ZVAR.,Imputed heat pump cooling system: Split system,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
671.0,ZHPCROOM,Char,1.0,$ZVAR.,Imputed heat pump cooling system: Individual room heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
672.0,ZHPCMINI,Char,1.0,$ZVAR.,Imputed heat pump cooling system: Ductless mini-split,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
673.0,ZHPCVRF,Char,1.0,$ZVAR.,Imputed heat pump cooling system: Variable refrigerant flow,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
674.0,ZHPCAIR,Char,1.0,$ZVAR.,Imputed heat pump cooling type: Air source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
675.0,ZHPCGRD,Char,1.0,$ZVAR.,Imputed heat pump cooling type: Ground source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
676.0,ZHPCDUAL,Char,1.0,$ZVAR.,Imputed heat pump cooling type: Dual source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
677.0,ZHPCWTR,Char,1.0,$ZVAR.,Imputed heat pump cooling type: Water loop,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
678.0,ZCLVCAV,Char,1.0,$ZVAR.,Imputed cooling ventilation: Central air-handling unit with CAV,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
679.0,ZCLVVAV,Char,1.0,$ZVAR.,Imputed cooling ventilation: Central air-handling unit with VAV,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
680.0,ZCLVFLR,Char,1.0,$ZVAR.,Imputed cooling ventilation: Underfloor air distribution,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
681.0,ZCLVOAS,Char,1.0,$ZVAR.,Imputed cooling ventilation: Dedicated outside air system,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
682.0,ZCLVDEM,Char,1.0,$ZVAR.,Imputed cooling ventilation: Demand controlled ventilation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
683.0,ZCLVNON,Char,1.0,$ZVAR.,Imputed cooling ventilation: None of these types,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
684.0,ZEMCS,Char,1.0,$ZVAR.,Imputed building automation system (BAS),"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
685.0,ZRDHTNF,Char,1.0,$ZVAR.,Imputed heating reduced during 24 hour period,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
686.0,ZHWRDHT,Char,1.0,$ZVAR.,Imputed how reduce heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
687.0,ZRDCLNF,Char,1.0,$ZVAR.,Imputed cooling reduced during 24 hour period,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
688.0,ZHWRDCL,Char,1.0,$ZVAR.,Imputed how reduce cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
689.0,ZECN,Char,1.0,$ZVAR.,Imputed economizer cycle,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
690.0,ZECNTYPE,Char,1.0,$ZVAR.,Imputed type of economizer,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
691.0,ZMAINT,Char,1.0,$ZVAR.,Imputed regular HVAC maintenance,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
692.0,ZELWATR,Char,1.0,$ZVAR.,Imputed electricity used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
693.0,ZNGWATR,Char,1.0,$ZVAR.,Imputed natural gas used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
694.0,ZFKWATR,Char,1.0,$ZVAR.,Imputed fuel oil used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
695.0,ZPRWATR,Char,1.0,$ZVAR.,Imputed propane used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
696.0,ZSTWATR,Char,1.0,$ZVAR.,Imputed district steam used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
697.0,ZHWWATR,Char,1.0,$ZVAR.,Imputed district hot water used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
698.0,ZWOWATR,Char,1.0,$ZVAR.,Imputed wood used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
699.0,ZCOWATR,Char,1.0,$ZVAR.,Imputed coal used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
700.0,ZSOWATR,Char,1.0,$ZVAR.,Imputed solar used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
701.0,ZOTWATR,Char,1.0,$ZVAR.,Imputed other source used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
702.0,ZWTHTEQ,Char,1.0,$ZVAR.,Imputed water heating equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
703.0,ZBOOSTWT,Char,1.0,$ZVAR.,Imputed booster water heaters,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
704.0,ZINSTWT,Char,1.0,$ZVAR.,Imputed instant hot water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
705.0,ZELCOOK,Char,1.0,$ZVAR.,Imputed electricity used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
706.0,ZNGCOOK,Char,1.0,$ZVAR.,Imputed natural gas used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
707.0,ZFKCOOK,Char,1.0,$ZVAR.,Imputed fuel oil used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
708.0,ZPRCOOK,Char,1.0,$ZVAR.,Imputed propane used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
709.0,ZSTCOOK,Char,1.0,$ZVAR.,Imputed district steam used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
710.0,ZHWCOOK,Char,1.0,$ZVAR.,Imputed district hot water used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
711.0,ZWOCOOK,Char,1.0,$ZVAR.,Imputed wood used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
712.0,ZCOCOOK,Char,1.0,$ZVAR.,Imputed coal used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
713.0,ZSOCOOK,Char,1.0,$ZVAR.,Imputed solar used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
714.0,ZOTCOOK,Char,1.0,$ZVAR.,Imputed other source used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
715.0,ZELMANU,Char,1.0,$ZVAR.,Imputed electricity used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
716.0,ZNGMANU,Char,1.0,$ZVAR.,Imputed natural gas used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
717.0,ZFKMANU,Char,1.0,$ZVAR.,Imputed fuel oil used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
718.0,ZPRMANU,Char,1.0,$ZVAR.,Imputed propane used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
719.0,ZSTMANU,Char,1.0,$ZVAR.,Imputed district steam used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
720.0,ZHWMANU,Char,1.0,$ZVAR.,Imputed district hot water used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
721.0,ZWOMANU,Char,1.0,$ZVAR.,Imputed wood used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
722.0,ZCOMANU,Char,1.0,$ZVAR.,Imputed coal used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
723.0,ZSOMANU,Char,1.0,$ZVAR.,Imputed solar used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
724.0,ZOTMANU,Char,1.0,$ZVAR.,Imputed other source used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
725.0,ZNGGENR,Char,1.0,$ZVAR.,Imputed natural gas used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
726.0,ZFKGENR,Char,1.0,$ZVAR.,Imputed fuel oil used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
727.0,ZPRGENR,Char,1.0,$ZVAR.,Imputed propane used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
728.0,ZWOGENR,Char,1.0,$ZVAR.,Imputed wood used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
729.0,ZCOGENR,Char,1.0,$ZVAR.,Imputed coal used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
730.0,ZSOGENR,Char,1.0,$ZVAR.,Imputed solar used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
731.0,ZOTGENR,Char,1.0,$ZVAR.,Imputed other source used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
732.0,ZPVC,Char,1.0,$ZVAR.,Imputed photovoltaic cells,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
733.0,ZFUELCL,Char,1.0,$ZVAR.,Imputed fuel cells,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
734.0,ZLRGTRB,Char,1.0,$ZVAR.,Imputed large turbines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
735.0,ZMCROTB,Char,1.0,$ZVAR.,Imputed microturbines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
736.0,ZENGINE,Char,1.0,$ZVAR.,Imputed reciprocating engines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
737.0,ZGENUSE,Char,1.0,$ZVAR.,Imputed use of generated electricity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
738.0,ZCOGEN,Char,1.0,$ZVAR.,Imputed cogeneration system,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
739.0,ZTOGRID,Char,1.0,$ZVAR.,Imputed deliver electricity to grid,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
740.0,ZPRAMTC,Char,1.0,$ZVAR.,Imputed bottled gas amount,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
741.0,ZWOAMT,Char,1.0,$ZVAR.,Imputed amount wood burned,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
742.0,ZWOSRC,Char,1.0,$ZVAR.,Imputed how obtain wood,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
743.0,ZWOEXP,Char,1.0,$ZVAR.,Imputed expenditures for wood,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
744.0,ZWOEXPC,Char,1.0,$ZVAR.,Imputed wood expenditures category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
745.0,ZENRGYPLN,Char,1.0,$ZVAR.,Imputed energy management plan,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
746.0,ZSNACK,Char,1.0,$ZVAR.,Imputed snack bar or concession stand,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
747.0,ZFASTFD,Char,1.0,$ZVAR.,Imputed fast food or small restaurant,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
748.0,ZCAF,Char,1.0,$ZVAR.,Imputed cafeteria or large restaurant,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
749.0,ZFDPREP,Char,1.0,$ZVAR.,Imputed commercial or large kitchen,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
750.0,ZKITCHN,Char,1.0,$ZVAR.,Imputed small kitchen area,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
751.0,ZBREAKRM,Char,1.0,$ZVAR.,"Imputed employee lounge, breakroom, or pantry","'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
752.0,ZOTFDRM,Char,1.0,$ZVAR.,Imputed other food prep or serving area,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
753.0,ZHWTRM,Char,1.0,$ZVAR.,Imputed large amounts of hot water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
754.0,ZLAUNDR,Char,1.0,$ZVAR.,Imputed laundry onsite,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
755.0,ZCONFSP,Char,1.0,$ZVAR.,Imputed conference or event space,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
756.0,ZCONFSPP,Char,1.0,$ZVAR.,Imputed percent conference or event space,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
757.0,ZMEDEQP,Char,1.0,$ZVAR.,Imputed medical equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
758.0,ZXRAYN,Char,1.0,$ZVAR.,Imputed number of X-ray machines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
759.0,ZCTSCAN,Char,1.0,$ZVAR.,Imputed CT scan machines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
760.0,ZMRI,Char,2.0,$ZVAR.,Imputed MRI machines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
761.0,ZLINACC,Char,1.0,$ZVAR.,Imputed linear accelerators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
762.0,ZOUTSURG,Char,1.0,$ZVAR.,Imputed operating rooms for outpatient surgery,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
763.0,ZLABEQP,Char,1.0,$ZVAR.,Imputed laboratory equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
764.0,ZMCHEQP,Char,1.0,$ZVAR.,Imputed machine equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
765.0,ZPOOL,Char,1.0,$ZVAR.,Imputed indoor swimming pool,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
766.0,ZHTPOOL,Char,1.0,$ZVAR.,Imputed heated indoor swimming pool,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
767.0,ZPOOLSRC,Char,1.0,$ZVAR.,Imputed pool energy source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
768.0,ZSTRLZR,Char,1.0,$ZVAR.,Imputed sterilizers or autoclaves,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
769.0,ZRFGEQP,Char,1.0,$ZVAR.,Imputed refrigeration,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
770.0,ZRFGRES,Char,1.0,$ZVAR.,Imputed full-size residential-type refrigerator,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
771.0,ZRFGCOMP,Char,1.0,$ZVAR.,Imputed half-size or compact refrigerators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
772.0,ZRFGWI,Char,1.0,$ZVAR.,Imputed walk-in refrigeration units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
773.0,ZRFGOP,Char,1.0,$ZVAR.,Imputed open case refrigeration units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
774.0,ZRFGCL,Char,1.0,$ZVAR.,Imputed closed case refrigeration units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
775.0,ZRFGVEN,Char,1.0,$ZVAR.,Imputed refrigerated vending machines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
776.0,ZRFGICE,Char,1.0,$ZVAR.,Imputed commercial ice makers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
777.0,ZRFGSTO,Char,1.0,$ZVAR.,Imputed large cold storage areas,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
778.0,ZRFGRSN,Char,1.0,$ZVAR.,Imputed number of residential refrigerators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
779.0,ZRFGCOMPN,Char,1.0,$ZVAR.,Imputed number of compact refrigerators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
780.0,ZRFGWIN,Char,1.0,$ZVAR.,Imputed number of walk-in units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
781.0,ZRFGOPN,Char,1.0,$ZVAR.,Imputed number of open case refrigeration units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
782.0,ZRFGCLN,Char,1.0,$ZVAR.,Imputed number of closed case refrigeration units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
783.0,ZRFGVNN,Char,1.0,$ZVAR.,Imputed number of refrigerated vending machines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
784.0,ZRFGICN,Char,1.0,$ZVAR.,Imputed number of ice makers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
785.0,ZRFGSTP,Char,1.0,$ZVAR.,Imputed percent cold storage,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
786.0,ZWHRECOV,Char,1.0,$ZVAR.,Imputed waste heat recovery,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
787.0,ZWHHT2,Char,1.0,$ZVAR.,Imputed waste heat used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
788.0,ZWHWT,Char,1.0,$ZVAR.,Imputed waste heat used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
789.0,ZWHOT,Char,1.0,$ZVAR.,Imputed waste heat used for some other use,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
790.0,ZPCTERM,Char,1.0,$ZVAR.,Imputed computers used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
791.0,ZPCTERMN,Char,1.0,$ZVAR.,Imputed number of computers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
792.0,ZPCTRMC,Char,1.0,$ZVAR.,Imputed number of computers category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'"
