File order,"Variable
name",Variable type,Length,Label,Values/Format codes
1046,ZMCROTB,Num,8,Imputation flag: Microturbines,"0=Reported
1=Imputed
9=Inapplicable"
1047,ZOTGENTECH,Num,8,Imputation flag: Other type of generation technology,"0=Reported
1=Imputed
9=Inapplicable"
1048,ZCOGEN,Num,8,Imputation flag: Cogeneration system,"0=Reported
1=Imputed
9=Inapplicable"
1049,ZNGGENR,Num,8,Imputation flag: Natural gas used for electricity generation,"0=Reported
1=Imputed
9=Inapplicable"
1050,ZFKGENR,Num,8,Imputation flag: Fuel oil used for electricity generation,"0=Reported
1=Imputed
9=Inapplicable"
1051,ZPRGENR,Num,8,Imputation flag: Propane used for electricity generation,"0=Reported
1=Imputed
9=Inapplicable"
1052,ZWOGENR,Num,8,Imputation flag: Wood used for electricity generation,"0=Reported
1=Imputed
9=Inapplicable"
1053,ZCOGENR,Num,8,Imputation flag: Coal used for electricity generation,"0=Reported
1=Imputed
9=Inapplicable"
1054,ZSOGENR,Num,8,Imputation flag: Solar used for electricity generation,"0=Reported
1=Imputed
9=Inapplicable"
1055,ZOTGENR,Num,8,Imputation flag: Other energy source used for electricity generation,"0=Reported
1=Imputed
9=Inapplicable"
1056,ZGENUSE,Num,8,Imputation flag: Use of generated electricity,"0=Reported
1=Imputed
9=Inapplicable"
1057,ZPRAMTC,Num,8,Imputation flag: Propane amount,"0=Reported
1=Imputed
9=Inapplicable"
1058,ZPRUNIT,Num,8,Imputation flag: Propane units,"0=Reported
1=Imputed
9=Inapplicable"
1059,ZWOAMT,Num,8,Imputation flag: Amount wood burned,"0=Reported
1=Imputed
9=Inapplicable"
1060,ZWOSRC,Num,8,Imputation flag: How obtain wood,"0=Reported
1=Imputed
9=Inapplicable"
1061,ZWOEXP,Num,8,Imputation flag: Expenditures for wood,"0=Reported
1=Imputed
9=Inapplicable"
1062,ZWOEXPC,Num,8,Imputation flag: Wood expenditures category,"0=Reported
1=Imputed
9=Inapplicable"
1063,ZENRGYPLN,Num,8,Imputation flag: Energy management plan,"0=Reported
1=Imputed
9=Inapplicable"
1064,ZSNACK,Num,8,"Imputation flag: Snack bar, concession stand, coffee shop, breakfast area","0=Reported
1=Imputed
9=Inapplicable"
1065,ZFASTFD,Num,8,Imputation flag: Fast food or small restaurant,"0=Reported
1=Imputed
9=Inapplicable"
1066,ZCAF,Num,8,Imputation flag: Cafeteria or large restaurant,"0=Reported
1=Imputed
9=Inapplicable"
1067,ZFDPREP,Num,8,"Imputation flag: Large kitchen, commercial kitchen, other large food prep area","0=Reported
1=Imputed
9=Inapplicable"
1068,ZKITCHN,Num,8,Imputation flag: Small kitchen area,"0=Reported
1=Imputed
9=Inapplicable"
1069,ZBREAKRM,Num,8,"Imputation flag: Employee lounge, break room, vending, pantry","0=Reported
1=Imputed
9=Inapplicable"
1070,ZOTFDRM,Num,8,Imputation flag: Other type of food preparation or serving area,"0=Reported
1=Imputed
9=Inapplicable"
1071,ZSNACKSF,Num,8,Imputation flag: Snack bar square footage,"0=Reported
1=Imputed
9=Inapplicable"
1072,ZFASTFDSF,Num,8,Imputation flag: Fast food square footage,"0=Reported
1=Imputed
9=Inapplicable"
1073,ZCAFSF,Num,8,Imputation flag: Cafeteria square footage,"0=Reported
1=Imputed
9=Inapplicable"
1074,ZFDPREPSF,Num,8,Imputation flag: Commercial kitchen square footage,"0=Reported
1=Imputed
9=Inapplicable"
1075,ZHWTRM,Num,8,Imputation flag: Large amounts of hot water,"0=Reported
1=Imputed
9=Inapplicable"
1076,ZLAUNDR,Num,8,Imputation flag: Laundry onsite,"0=Reported
1=Imputed
9=Inapplicable"
1077,ZCONFSP,Num,8,Imputation flag: Conference or event space,"0=Reported
1=Imputed
9=Inapplicable"
1078,ZCONFSPP,Num,8,Imputation flag: Percent conference or event space,"0=Reported
1=Imputed
9=Inapplicable"
1079,ZMEDEQP,Num,8,Imputation flag: Medical equipment,"0=Reported
1=Imputed
9=Inapplicable"
1080,ZXRAYN,Num,8,Imputation flag: Number of X-ray machines,"0=Reported
1=Imputed
9=Inapplicable"
1081,ZCTSCAN,Num,8,Imputation flag: CT scan machines,"0=Reported
1=Imputed
9=Inapplicable"
1082,ZMRI,Num,8,Imputation flag: MRI machines,"0=Reported
1=Imputed
9=Inapplicable"
1083,ZLINACC,Num,8,Imputation flag: Linear accelerators,"0=Reported
1=Imputed
9=Inapplicable"
1084,ZOUTSURG,Num,8,Imputation flag: Outpatient surgery,"0=Reported
1=Imputed
9=Inapplicable"
1085,ZOUTHOSPPCT,Num,8,Imputation flag: Percent of outpatient space in hospital,"0=Reported
1=Imputed
9=Inapplicable"
1086,ZLABEQP,Num,8,Imputation flag: Laboratory equipment,"0=Reported
1=Imputed
9=Inapplicable"
1087,ZMCHEQP,Num,8,Imputation flag: Machine equipment,"0=Reported
1=Imputed
9=Inapplicable"
1088,ZPOOL,Num,8,Imputation flag: Indoor pool,"0=Reported
1=Imputed
9=Inapplicable"
1089,ZHTPOOL,Num,8,Imputation flag: Heated pool,"0=Reported
1=Imputed
9=Inapplicable"
1090,ZPOOLSRC,Num,8,Imputation flag: Pool energy source,"0=Reported
1=Imputed
9=Inapplicable"
1091,ZSTRLZR,Num,8,Imputation flag: Sterilizers or autoclaves,"0=Reported
1=Imputed
9=Inapplicable"
1092,ZRFGEQP,Num,8,Imputation flag: Any refrigeration,"0=Reported
1=Imputed
9=Inapplicable"
1093,ZRFGRES,Num,8,Imputation flag: Full-size residential type refrigerators/freezers,"0=Reported
1=Imputed
9=Inapplicable"
1094,ZRFGCOMP,Num,8,Imputation flag: Half-size/compact refrigerators/freezers,"0=Reported
1=Imputed
9=Inapplicable"
1095,ZRFGWI,Num,8,Imputation flag: Walk-in refrigerators/freezers,"0=Reported
1=Imputed
9=Inapplicable"
1096,ZRFGOP,Num,8,Imputation flag: Open refrigerator/freezer cases or cabinets,"0=Reported
1=Imputed
9=Inapplicable"
1097,ZRFGCL,Num,8,Imputation flag: Closed refrigerator/freezer cases or cabinets,"0=Reported
1=Imputed
9=Inapplicable"
1098,ZRFGVEN,Num,8,Imputation flag: Refrigerated vending machines,"0=Reported
1=Imputed
9=Inapplicable"
1099,ZRFGICE,Num,8,Imputation flag: Commercial ice makers,"0=Reported
1=Imputed
9=Inapplicable"
1100,ZRFGSTO,Num,8,Imputation flag: Large cold storage areas,"0=Reported
1=Imputed
9=Inapplicable"
1101,ZRFGRSN,Num,8,Imputation flag: Number of residential refrigerators,"0=Reported
1=Imputed
9=Inapplicable"
1102,ZRFGCOMPN,Num,8,Imputation flag: Number of compact refrigerators,"0=Reported
1=Imputed
9=Inapplicable"
1103,ZRFGWIN,Num,8,Imputation flag: Number of walk-in units,"0=Reported
1=Imputed
9=Inapplicable"
1104,ZRFGOPN,Num,8,Imputation flag: Number of open refrigerated cases,"0=Reported
1=Imputed
9=Inapplicable"
1105,ZRFGCLN,Num,8,Imputation flag: Number of closed refrigerated cases,"0=Reported
1=Imputed
9=Inapplicable"
1106,ZRFGVNN,Num,8,Imputation flag: Number of vending machines,"0=Reported
1=Imputed
9=Inapplicable"
1107,ZRFGICN,Num,8,Imputation flag: Number of commercial ice makers,"0=Reported
1=Imputed
9=Inapplicable"
1108,ZRFGSTP,Num,8,Imputation flag: Percent cold storage,"0=Reported
1=Imputed
9=Inapplicable"
1109,ZWHRECOV,Num,8,Imputation flag: Waste heat recovery,"0=Reported
1=Imputed
9=Inapplicable"
1110,ZWHHT2,Num,8,Imputation flag: Waste heat used for space heating,"0=Reported
1=Imputed
9=Inapplicable"
1111,ZWHWT,Num,8,Imputation flag: Waste heat used for water heating,"0=Reported
1=Imputed
9=Inapplicable"
1112,ZWHOT,Num,8,Imputation flag: Waste heat used for some other use,"0=Reported
1=Imputed
9=Inapplicable"
1113,ZPCTERM,Num,8,Imputation flag: Desktop computers,"0=Reported
1=Imputed
9=Inapplicable"
1114,ZLAPTOP,Num,8,Imputation flag: Laptops,"0=Reported
1=Imputed
9=Inapplicable"
1115,ZTABLET,Num,8,Imputation flag: Tablets,"0=Reported
1=Imputed
9=Inapplicable"
1116,ZSERVER,Num,8,Imputation flag: Servers,"0=Reported
1=Imputed
9=Inapplicable"
1117,ZPCTERMN,Num,8,Imputation flag: Number of desktop computers,"0=Reported
1=Imputed
9=Inapplicable"
1118,ZPCTRMC,Num,8,Imputation flag: Desktop computers category,"0=Reported
1=Imputed
9=Inapplicable"
1119,ZLAPTPN,Num,8,Imputation flag: Number of laptops,"0=Reported
1=Imputed
9=Inapplicable"
1120,ZLAPTPC,Num,8,Imputation flag: Number of laptops category,"0=Reported
1=Imputed
9=Inapplicable"
1121,ZMLTMON,Num,8,Imputation flag: Multiple monitors,"0=Reported
1=Imputed
9=Inapplicable"
1122,ZMLTMNC,Num,8,Imputation flag: Multiple monitor category,"0=Reported
1=Imputed
9=Inapplicable"
1123,ZTABCHRG,Num,8,Imputation flag: Tablets charged in building,"0=Reported
1=Imputed
9=Inapplicable"
1124,ZTABLETN,Num,8,Imputation flag: Number of tablets,"0=Reported
1=Imputed
9=Inapplicable"
1125,ZSRVUNIT,Num,8,Imputation flag: Server units,"0=Reported
1=Imputed
9=Inapplicable"
1126,ZSERVERN,Num,8,Imputation flag: Number of servers or racks,"0=Reported
1=Imputed
9=Inapplicable"
1127,ZSERVERC,Num,8,Imputation flag: Number of servers or racks category,"0=Reported
1=Imputed
9=Inapplicable"
1128,ZSRVRCLST,Num,8,Imputation flag: Server closet,"0=Reported
1=Imputed
9=Inapplicable"
1129,ZDATACNTR,Num,8,Imputation flag: Data center,"0=Reported
1=Imputed
9=Inapplicable"
1130,ZDCNTRSFC,Num,8,Imputation flag: Data center sqft category,"0=Reported
1=Imputed
9=Inapplicable"
1131,ZTRNGRM,Num,8,Imputation flag: Computer-based training room,"0=Reported
1=Imputed
9=Inapplicable"
1132,ZSTDNRM,Num,8,Imputation flag: Student or public computer center,"0=Reported
1=Imputed
9=Inapplicable"
1133,ZLGOFFDEV,Num,8,Imputation flag: Large floor-standing office devices,"0=Reported
1=Imputed
9=Inapplicable"
1134,ZSMOFFDEV,Num,8,Imputation flag: Smaller desktop office devices,"0=Reported
1=Imputed
9=Inapplicable"
1135,ZWBOARDS,Num,8,Imputation flag: Interactive whiteboards,"0=Reported
1=Imputed
9=Inapplicable"
1136,ZTVVIDEO,Num,8,Imputation flag: Televisions or video displays,"0=Reported
1=Imputed
9=Inapplicable"
1137,ZRGSTR,Num,8,Imputation flag: Point-of-sales devices or cash register,"0=Reported
1=Imputed
9=Inapplicable"
1138,ZLGOFFDEVN,Num,8,Imputation flag: Number of large office devices,"0=Reported
1=Imputed
9=Inapplicable"
1139,ZSMOFFDEVN,Num,8,Imputation flag: Number of small office devices,"0=Reported
1=Imputed
9=Inapplicable"
1140,ZWBOARDSN,Num,8,Imputation flag: Number of interactive whiteboards,"0=Reported
1=Imputed
9=Inapplicable"
1141,ZTVVIDEON,Num,8,Imputation flag: Number of TV or video displays,"0=Reported
1=Imputed
9=Inapplicable"
1142,ZRGSTRN,Num,8,Imputation flag: Number of point-of-sales or cash registers,"0=Reported
1=Imputed
9=Inapplicable"
1143,ZATMN,Num,8,Imputation flag: Number of ATMs,"0=Reported
1=Imputed
9=Inapplicable"
1144,ZLTZHRP,Num,8,Imputation flag: Percent lit no hours,"0=Reported
1=Imputed
9=Inapplicable"
1145,ZLZHRPC,Num,8,Imputation flag: Lit no hours category,"0=Reported
1=Imputed
9=Inapplicable"
1146,ZLTOHRP,Num,8,Imputation flag: Percent lit when open,"0=Reported
1=Imputed
9=Inapplicable"
1147,ZLOHRPC,Num,8,Imputation flag: Lit when open category,"0=Reported
1=Imputed
9=Inapplicable"
1148,ZLTNR24,Num,8,Imputation flag: Lights off during 24 hours,"0=Reported
1=Imputed
9=Inapplicable"
1149,ZLTNHRP,Num,8,Imputation flag: Percent lit off hours,"0=Reported
1=Imputed
9=Inapplicable"
1150,ZLNHRPC,Num,8,Imputation flag: Lit off hours category,"0=Reported
1=Imputed
9=Inapplicable"
1151,ZFLUOR,Num,8,Imputation flag: Fluorescent lighting,"0=Reported
1=Imputed
9=Inapplicable"
1152,ZCFLR,Num,8,Imputation flag: Compact fluorescent (CFL) bulbs,"0=Reported
1=Imputed
9=Inapplicable"
1153,ZBULB,Num,8,Imputation flag: Incandescent light bulbs,"0=Reported
1=Imputed
9=Inapplicable"
1154,ZHALO,Num,8,Imputation flag: Halogen bulbs,"0=Reported
1=Imputed
9=Inapplicable"
1155,ZHID,Num,8,Imputation flag: High intensity discharge (HID) lighting,"0=Reported
1=Imputed
9=Inapplicable"
1156,ZLED,Num,8,Imputation flag: LED lighting,"0=Reported
1=Imputed
9=Inapplicable"
1157,ZOTLT,Num,8,Imputation flag: Other type of lighting,"0=Reported
1=Imputed
9=Inapplicable"
1158,ZFLUORP,Num,8,Imputation flag: Percent lit by fluorescent,"0=Reported
1=Imputed
9=Inapplicable"
1159,ZCFLRP,Num,8,Imputation flag: Percent lit by compact fluorescent,"0=Reported
1=Imputed
9=Inapplicable"
1160,ZBULBP,Num,8,Imputation flag: Percent lit by incandescent,"0=Reported
1=Imputed
9=Inapplicable"
1161,ZHALOP,Num,8,Imputation flag: Percent lit by halogen,"0=Reported
1=Imputed
9=Inapplicable"
1162,ZHIDP,Num,8,Imputation flag: Percent lit by HID,"0=Reported
1=Imputed
9=Inapplicable"
1163,ZLEDP,Num,8,Imputation flag: Percent lit by LED,"0=Reported
1=Imputed
9=Inapplicable"
1164,ZOTLTP,Num,8,Imputation flag: Percent lit by other lighting,"0=Reported
1=Imputed
9=Inapplicable"
1165,ZSCHED,Num,8,Imputation flag: Light scheduling,"0=Reported
1=Imputed
9=Inapplicable"
1166,ZOCSN,Num,8,Imputation flag: Occupancy sensors,"0=Reported
1=Imputed
9=Inapplicable"
1167,ZDIM,Num,8,Imputation flag: Multi-level lighting or dimming,"0=Reported
1=Imputed
9=Inapplicable"
1168,ZDAYHARV,Num,8,Imputation flag: Daylight harvesting,"0=Reported
1=Imputed
9=Inapplicable"
1169,ZTRIM,Num,8,Imputation flag: High-end trimming or light-level tuning,"0=Reported
1=Imputed
9=Inapplicable"
1170,ZPLGCTRL,Num,8,Imputation flag: Plug load control,"0=Reported
1=Imputed
9=Inapplicable"
1171,ZDRLGHT,Num,8,Imputation flag: Demand responsive lighting,"0=Reported
1=Imputed
9=Inapplicable"
1172,ZLTEXPC,Num,8,Imputation flag: Percent of exterior lighted,"0=Reported
1=Imputed
9=Inapplicable"
1173,ZPKLT,Num,8,Imputation flag: Lighted parking area,"0=Reported
1=Imputed
9=Inapplicable"
1174,ZPKLTINOUT,Num,8,Imputation flag: Indoor or outdoor lighted parking,"0=Reported
1=Imputed
9=Inapplicable"
1175,ZPKLTN,Num,8,Imputation flag: Vehicle parking capacity,"0=Reported
1=Imputed
9=Inapplicable"
1176,ZWINTYP,Num,8,Imputation flag: Window glass type,"0=Reported
1=Imputed
9=Inapplicable"
1177,ZTINT,Num,8,Imputation flag: Tinted window glass,"0=Reported
1=Imputed
9=Inapplicable"
1178,ZREFL,Num,8,Imputation flag: Reflective window glass,"0=Reported
1=Imputed
9=Inapplicable"
1179,ZAWN,Num,8,Imputation flag: External overhangs or awnings,"0=Reported
1=Imputed
9=Inapplicable"
1180,ZSKYLT,Num,8,Imputation flag: Skylights or atriums designed to provide light,"0=Reported
1=Imputed
9=Inapplicable"
1181,ZDAYLTP,Num,8,Imputation flag: Percent daylight,"0=Reported
1=Imputed
9=Inapplicable"
