category,file_order,col_name,col_type,length,format,col_description,codes,codes_dict
10,1071.0,DHCNS,Num,8.0,,Annual district heat consumption (thous lbs),,{'no code': 'continuous numerical value'}
10,1072.0,DHBTU,Num,8.0,,Annual district heat consumption (thous Btu),,{'no code': 'continuous numerical value'}
10,1073.0,DHEXP,Num,8.0,,Annual district heat expenditures ($),,{'no code': 'continuous numerical value'}
10,1074.0,ZMFBTU,Char,1.0,$ZVARCE.,Imputed major fuels consumption,"'0' = 'Reported'
'1' = 'Estimated for strip center'
'2' = 'Imputed'
'3' = 'Estimated using price'
'9' = 'Inapplicable'","{'0': 'Reported', '1': 'Estimated for strip center', '2': 'Imputed', '3': 'Estimated using price', '9': 'Inapplicable'}"
10,1075.0,ZMFEXP,Char,1.0,$ZVARCE.,Imputed major fuels expenditures,"'0' = 'Reported'
'1' = 'Estimated for strip center'
'2' = 'Imputed'
'3' = 'Estimated using price'
'9' = 'Inapplicable'","{'0': 'Reported', '1': 'Estimated for strip center', '2': 'Imputed', '3': 'Estimated using price', '9': 'Inapplicable'}"
10,1076.0,ZELCNS,Char,1.0,$ZVARCE.,Imputed electricity consumption,"'0' = 'Reported'
'1' = 'Estimated for strip center'
'2' = 'Imputed'
'3' = 'Estimated using price'
'9' = 'Inapplicable'","{'0': 'Reported', '1': 'Estimated for strip center', '2': 'Imputed', '3': 'Estimated using price', '9': 'Inapplicable'}"
10,1077.0,ZELEXP,Char,1.0,$ZVARCE.,Imputed electricity expenditures,"'0' = 'Reported'
'1' = 'Estimated for strip center'
'2' = 'Imputed'
'3' = 'Estimated using price'
'9' = 'Inapplicable'","{'0': 'Reported', '1': 'Estimated for strip center', '2': 'Imputed', '3': 'Estimated using price', '9': 'Inapplicable'}"
10,1078.0,ZNGCNS,Char,1.0,$ZVARCE.,Imputed natural gas consumption,"'0' = 'Reported'
'1' = 'Estimated for strip center'
'2' = 'Imputed'
'3' = 'Estimated using price'
'9' = 'Inapplicable'","{'0': 'Reported', '1': 'Estimated for strip center', '2': 'Imputed', '3': 'Estimated using price', '9': 'Inapplicable'}"
10,1079.0,ZNGEXP,Char,1.0,$ZVARCE.,Imputed natural gas expenditures,"'0' = 'Reported'
'1' = 'Estimated for strip center'
'2' = 'Imputed'
'3' = 'Estimated using price'
'9' = 'Inapplicable'","{'0': 'Reported', '1': 'Estimated for strip center', '2': 'Imputed', '3': 'Estimated using price', '9': 'Inapplicable'}"
10,1080.0,ZFKCNS,Char,1.0,$ZVARCE.,Imputed fuel oil consumption,"'0' = 'Reported'
'1' = 'Estimated for strip center'
'2' = 'Imputed'
'3' = 'Estimated using price'
'9' = 'Inapplicable'","{'0': 'Reported', '1': 'Estimated for strip center', '2': 'Imputed', '3': 'Estimated using price', '9': 'Inapplicable'}"
10,1081.0,ZFKEXP,Char,1.0,$ZVARCE.,Imputed fuel oil expenditures,"'0' = 'Reported'
'1' = 'Estimated for strip center'
'2' = 'Imputed'
'3' = 'Estimated using price'
'9' = 'Inapplicable'","{'0': 'Reported', '1': 'Estimated for strip center', '2': 'Imputed', '3': 'Estimated using price', '9': 'Inapplicable'}"
10,1082.0,ZDHCNS,Char,1.0,$ZVARCE.,Imputed district heat consumption,"'0' = 'Reported'
'1' = 'Estimated for strip center'
'2' = 'Imputed'
'3' = 'Estimated using price'
'9' = 'Inapplicable'","{'0': 'Reported', '1': 'Estimated for strip center', '2': 'Imputed', '3': 'Estimated using price', '9': 'Inapplicable'}"
10,1083.0,ZDHEXP,Char,1.0,$ZVARCE.,Imputed district heat expenditures,"'0' = 'Reported'
'1' = 'Estimated for strip center'
'2' = 'Imputed'
'3' = 'Estimated using price'
'9' = 'Inapplicable'","{'0': 'Reported', '1': 'Estimated for strip center', '2': 'Imputed', '3': 'Estimated using price', '9': 'Inapplicable'}"
10,1084.0,MFHTBTU,Num,8.0,,Major fuel heating use (thous Btu),,{'no code': 'continuous numerical value'}
10,1085.0,MFCLBTU,Num,8.0,,Major fuel cooling use (thous Btu),,{'no code': 'continuous numerical value'}
10,1086.0,MFVNBTU,Num,8.0,,Major fuel ventilation use (thous Btu),,{'no code': 'continuous numerical value'}
10,1087.0,MFWTBTU,Num,8.0,,Major fuel water heating use (thous Btu),,{'no code': 'continuous numerical value'}
10,1088.0,MFLTBTU,Num,8.0,,Major fuel lighting use (thous Btu),,{'no code': 'continuous numerical value'}
10,1089.0,MFCKBTU,Num,8.0,,Major fuel cooking use (thous Btu),,{'no code': 'continuous numerical value'}
10,1090.0,MFRFBTU,Num,8.0,,Major fuel refrigeration use (thous Btu),,{'no code': 'continuous numerical value'}
10,1091.0,MFOFBTU,Num,8.0,,Major fuel office equipment use (thous Btu),,{'no code': 'continuous numerical value'}
10,1092.0,MFPCBTU,Num,8.0,,Major fuel computing use (thous Btu),,{'no code': 'continuous numerical value'}
10,1093.0,MFOTBTU,Num,8.0,,Major fuel miscellaneous use (thous Btu),,{'no code': 'continuous numerical value'}
10,1094.0,ELHTBTU,Num,8.0,,Electricity heating use (thous Btu),,{'no code': 'continuous numerical value'}
10,1095.0,ELCLBTU,Num,8.0,,Electricity cooling use (thous Btu),,{'no code': 'continuous numerical value'}
10,1096.0,ELVNBTU,Num,8.0,,Electricity ventilation use (thous Btu),,{'no code': 'continuous numerical value'}
10,1097.0,ELWTBTU,Num,8.0,,Electricity water heating use (thous Btu),,{'no code': 'continuous numerical value'}
10,1098.0,ELLTBTU,Num,8.0,,Electricity lighting use (thous Btu),,{'no code': 'continuous numerical value'}
10,1099.0,ELCKBTU,Num,8.0,,Electricity cooking use (thous Btu),,{'no code': 'continuous numerical value'}
10,1100.0,ELRFBTU,Num,8.0,,Electricity refrigeration use (thous Btu),,{'no code': 'continuous numerical value'}
10,1101.0,ELOFBTU,Num,8.0,,Electricity office equipment use (thous Btu),,{'no code': 'continuous numerical value'}
10,1102.0,ELPCBTU,Num,8.0,,Electricity computing use (thous Btu),,{'no code': 'continuous numerical value'}
10,1103.0,ELOTBTU,Num,8.0,,Electricity miscellaneous use (thous Btu),,{'no code': 'continuous numerical value'}
10,1104.0,NGHTBTU,Num,8.0,,Natural gas heating use (thous Btu),,{'no code': 'continuous numerical value'}
10,1105.0,NGCLBTU,Num,8.0,,Natural gas cooling use (thous Btu),,{'no code': 'continuous numerical value'}
10,1106.0,NGWTBTU,Num,8.0,,Natural gas water heating use (thous Btu),,{'no code': 'continuous numerical value'}
10,1107.0,NGCKBTU,Num,8.0,,Natural gas cooking use (thous Btu),,{'no code': 'continuous numerical value'}
10,1108.0,NGOTBTU,Num,8.0,,Natural gas miscellaneous use (thous Btu),,{'no code': 'continuous numerical value'}
10,1109.0,FKHTBTU,Num,8.0,,Fuel oil heating use (thous Btu),,{'no code': 'continuous numerical value'}
10,1110.0,FKCLBTU,Num,8.0,,Fuel oil cooling use (thous Btu),,{'no code': 'continuous numerical value'}
10,1111.0,FKWTBTU,Num,8.0,,Fuel oil water heating use (thous Btu),,{'no code': 'continuous numerical value'}
10,1112.0,FKCKBTU,Num,8.0,,Fuel oil cooking use (thous Btu),,{'no code': 'continuous numerical value'}
10,1113.0,FKOTBTU,Num,8.0,,Fuel oil miscellaneous use (thous Btu),,{'no code': 'continuous numerical value'}
10,1114.0,DHHTBTU,Num,8.0,,District heat heating use (thous Btu),,{'no code': 'continuous numerical value'}
10,1115.0,DHCLBTU,Num,8.0,,District heat cooling use (thous Btu),,{'no code': 'continuous numerical value'}
10,1116.0,DHWTBTU,Num,8.0,,District heat water heating use (thous Btu),,{'no code': 'continuous numerical value'}
10,1117.0,DHCKBTU,Num,8.0,,District heat cooking use (thous Btu),,{'no code': 'continuous numerical value'}
10,1118.0,DHOTBTU,Num,8.0,,District heat miscellaneous use (thous Btu),,{'no code': 'continuous numerical value'}
10,1119.0,PUBCLIM,Char,1.0,$PUBCLIM.,Building America climate region,"1' = 'Very cold/Cold'
'2 '= 'Mixed-humid'
'3' = 'Hot-dry/Mixed-dry/Hot-humid'
'5' = 'Marine'
'7' = 'Withheld to protect confidentiality'","{'1': 'Very cold/Cold', '2': 'Mixed-humid', '3': 'Hot-dry/Mixed-dry/Hot-humid', '5': 'Marine', '7': 'Withheld to protect confidentiality'}"
