CATEOGORIES,File order,"Variable
name",Variable type,"Len-
gth",Format,Label,Values/Format codes,
get rid of,665,ZDCWLOOP,Char,1,$ZVAR.,Imputed district CW system: Water loop heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,666,ZDCWBEAM,Char,1,$ZVAR.,Imputed district CW system: Chilled beam,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,667,ZDCWPKG,Char,1,$ZVAR.,Imputed district CW system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,668,ZDCWDUCT,Char,1,$ZVAR.,Imputed district CW system: Duct reheat,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,669,ZHPCPKG,Char,1,$ZVAR.,Imputed heat pump cooling system: Packaged unit,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,670,ZHPCSPLT,Char,1,$ZVAR.,Imputed heat pump cooling system: Split system,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,671,ZHPCROOM,Char,1,$ZVAR.,Imputed heat pump cooling system: Individual room heat pump,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,672,ZHPCMINI,Char,1,$ZVAR.,Imputed heat pump cooling system: Ductless mini-split,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,673,ZHPCVRF,Char,1,$ZVAR.,Imputed heat pump cooling system: Variable refrigerant flow,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,674,ZHPCAIR,Char,1,$ZVAR.,Imputed heat pump cooling type: Air source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,675,ZHPCGRD,Char,1,$ZVAR.,Imputed heat pump cooling type: Ground source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,676,ZHPCDUAL,Char,1,$ZVAR.,Imputed heat pump cooling type: Dual source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,677,ZHPCWTR,Char,1,$ZVAR.,Imputed heat pump cooling type: Water loop,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,678,ZCLVCAV,Char,1,$ZVAR.,Imputed cooling ventilation: Central air-handling unit with CAV,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,679,ZCLVVAV,Char,1,$ZVAR.,Imputed cooling ventilation: Central air-handling unit with VAV,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,680,ZCLVFLR,Char,1,$ZVAR.,Imputed cooling ventilation: Underfloor air distribution,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,681,ZCLVOAS,Char,1,$ZVAR.,Imputed cooling ventilation: Dedicated outside air system,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,682,ZCLVDEM,Char,1,$ZVAR.,Imputed cooling ventilation: Demand controlled ventilation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,683,ZCLVNON,Char,1,$ZVAR.,Imputed cooling ventilation: None of these types,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,684,ZEMCS,Char,1,$ZVAR.,Imputed building automation system (BAS),"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,685,ZRDHTNF,Char,1,$ZVAR.,Imputed heating reduced during 24 hour period,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,686,ZHWRDHT,Char,1,$ZVAR.,Imputed how reduce heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,687,ZRDCLNF,Char,1,$ZVAR.,Imputed cooling reduced during 24 hour period,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,688,ZHWRDCL,Char,1,$ZVAR.,Imputed how reduce cooling,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,689,ZECN,Char,1,$ZVAR.,Imputed economizer cycle,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,690,ZECNTYPE,Char,1,$ZVAR.,Imputed type of economizer,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,691,ZMAINT,Char,1,$ZVAR.,Imputed regular HVAC maintenance,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,692,ZELWATR,Char,1,$ZVAR.,Imputed electricity used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,693,ZNGWATR,Char,1,$ZVAR.,Imputed natural gas used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,694,ZFKWATR,Char,1,$ZVAR.,Imputed fuel oil used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,695,ZPRWATR,Char,1,$ZVAR.,Imputed propane used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,696,ZSTWATR,Char,1,$ZVAR.,Imputed district steam used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,697,ZHWWATR,Char,1,$ZVAR.,Imputed district hot water used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,698,ZWOWATR,Char,1,$ZVAR.,Imputed wood used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,699,ZCOWATR,Char,1,$ZVAR.,Imputed coal used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,700,ZSOWATR,Char,1,$ZVAR.,Imputed solar used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,701,ZOTWATR,Char,1,$ZVAR.,Imputed other source used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,702,ZWTHTEQ,Char,1,$ZVAR.,Imputed water heating equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,703,ZBOOSTWT,Char,1,$ZVAR.,Imputed booster water heaters,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,704,ZINSTWT,Char,1,$ZVAR.,Imputed instant hot water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,705,ZELCOOK,Char,1,$ZVAR.,Imputed electricity used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,706,ZNGCOOK,Char,1,$ZVAR.,Imputed natural gas used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,707,ZFKCOOK,Char,1,$ZVAR.,Imputed fuel oil used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,708,ZPRCOOK,Char,1,$ZVAR.,Imputed propane used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,709,ZSTCOOK,Char,1,$ZVAR.,Imputed district steam used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,710,ZHWCOOK,Char,1,$ZVAR.,Imputed district hot water used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,711,ZWOCOOK,Char,1,$ZVAR.,Imputed wood used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,712,ZCOCOOK,Char,1,$ZVAR.,Imputed coal used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,713,ZSOCOOK,Char,1,$ZVAR.,Imputed solar used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,714,ZOTCOOK,Char,1,$ZVAR.,Imputed other source used for cooking,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,715,ZELMANU,Char,1,$ZVAR.,Imputed electricity used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,716,ZNGMANU,Char,1,$ZVAR.,Imputed natural gas used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,717,ZFKMANU,Char,1,$ZVAR.,Imputed fuel oil used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,718,ZPRMANU,Char,1,$ZVAR.,Imputed propane used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,719,ZSTMANU,Char,1,$ZVAR.,Imputed district steam used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,720,ZHWMANU,Char,1,$ZVAR.,Imputed district hot water used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,721,ZWOMANU,Char,1,$ZVAR.,Imputed wood used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,722,ZCOMANU,Char,1,$ZVAR.,Imputed coal used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,723,ZSOMANU,Char,1,$ZVAR.,Imputed solar used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,724,ZOTMANU,Char,1,$ZVAR.,Imputed other source used for manufacturing,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,725,ZNGGENR,Char,1,$ZVAR.,Imputed natural gas used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,726,ZFKGENR,Char,1,$ZVAR.,Imputed fuel oil used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,727,ZPRGENR,Char,1,$ZVAR.,Imputed propane used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,728,ZWOGENR,Char,1,$ZVAR.,Imputed wood used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,729,ZCOGENR,Char,1,$ZVAR.,Imputed coal used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,730,ZSOGENR,Char,1,$ZVAR.,Imputed solar used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,731,ZOTGENR,Char,1,$ZVAR.,Imputed other source used for electricity generation,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,732,ZPVC,Char,1,$ZVAR.,Imputed photovoltaic cells,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,733,ZFUELCL,Char,1,$ZVAR.,Imputed fuel cells,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,734,ZLRGTRB,Char,1,$ZVAR.,Imputed large turbines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,735,ZMCROTB,Char,1,$ZVAR.,Imputed microturbines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,736,ZENGINE,Char,1,$ZVAR.,Imputed reciprocating engines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,737,ZGENUSE,Char,1,$ZVAR.,Imputed use of generated electricity,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,738,ZCOGEN,Char,1,$ZVAR.,Imputed cogeneration system,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,739,ZTOGRID,Char,1,$ZVAR.,Imputed deliver electricity to grid,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,740,ZPRAMTC,Char,1,$ZVAR.,Imputed bottled gas amount,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,741,ZWOAMT,Char,1,$ZVAR.,Imputed amount wood burned,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,742,ZWOSRC,Char,1,$ZVAR.,Imputed how obtain wood,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,743,ZWOEXP,Char,1,$ZVAR.,Imputed expenditures for wood,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,744,ZWOEXPC,Char,1,$ZVAR.,Imputed wood expenditures category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,745,ZENRGYPLN,Char,1,$ZVAR.,Imputed energy management plan,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,746,ZSNACK,Char,1,$ZVAR.,Imputed snack bar or concession stand,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,747,ZFASTFD,Char,1,$ZVAR.,Imputed fast food or small restaurant,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,748,ZCAF,Char,1,$ZVAR.,Imputed cafeteria or large restaurant,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,749,ZFDPREP,Char,1,$ZVAR.,Imputed commercial or large kitchen,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,750,ZKITCHN,Char,1,$ZVAR.,Imputed small kitchen area,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,751,ZBREAKRM,Char,1,$ZVAR.,"Imputed employee lounge, breakroom, or pantry","'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,752,ZOTFDRM,Char,1,$ZVAR.,Imputed other food prep or serving area,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,753,ZHWTRM,Char,1,$ZVAR.,Imputed large amounts of hot water,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,754,ZLAUNDR,Char,1,$ZVAR.,Imputed laundry onsite,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,755,ZCONFSP,Char,1,$ZVAR.,Imputed conference or event space,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,756,ZCONFSPP,Char,1,$ZVAR.,Imputed percent conference or event space,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,757,ZMEDEQP,Char,1,$ZVAR.,Imputed medical equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,758,ZXRAYN,Char,1,$ZVAR.,Imputed number of X-ray machines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,759,ZCTSCAN,Char,1,$ZVAR.,Imputed CT scan machines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,760,ZMRI,Char,2,$ZVAR.,Imputed MRI machines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,761,ZLINACC,Char,1,$ZVAR.,Imputed linear accelerators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,762,ZOUTSURG,Char,1,$ZVAR.,Imputed operating rooms for outpatient surgery,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,763,ZLABEQP,Char,1,$ZVAR.,Imputed laboratory equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,764,ZMCHEQP,Char,1,$ZVAR.,Imputed machine equipment,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,765,ZPOOL,Char,1,$ZVAR.,Imputed indoor swimming pool,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,766,ZHTPOOL,Char,1,$ZVAR.,Imputed heated indoor swimming pool,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,767,ZPOOLSRC,Char,1,$ZVAR.,Imputed pool energy source,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,768,ZSTRLZR,Char,1,$ZVAR.,Imputed sterilizers or autoclaves,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,769,ZRFGEQP,Char,1,$ZVAR.,Imputed refrigeration,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,770,ZRFGRES,Char,1,$ZVAR.,Imputed full-size residential-type refrigerator,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,771,ZRFGCOMP,Char,1,$ZVAR.,Imputed half-size or compact refrigerators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,772,ZRFGWI,Char,1,$ZVAR.,Imputed walk-in refrigeration units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,773,ZRFGOP,Char,1,$ZVAR.,Imputed open case refrigeration units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,774,ZRFGCL,Char,1,$ZVAR.,Imputed closed case refrigeration units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,775,ZRFGVEN,Char,1,$ZVAR.,Imputed refrigerated vending machines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,776,ZRFGICE,Char,1,$ZVAR.,Imputed commercial ice makers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,777,ZRFGSTO,Char,1,$ZVAR.,Imputed large cold storage areas,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,778,ZRFGRSN,Char,1,$ZVAR.,Imputed number of residential refrigerators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,779,ZRFGCOMPN,Char,1,$ZVAR.,Imputed number of compact refrigerators,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,780,ZRFGWIN,Char,1,$ZVAR.,Imputed number of walk-in units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,781,ZRFGOPN,Char,1,$ZVAR.,Imputed number of open case refrigeration units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,782,ZRFGCLN,Char,1,$ZVAR.,Imputed number of closed case refrigeration units,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,783,ZRFGVNN,Char,1,$ZVAR.,Imputed number of refrigerated vending machines,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,784,ZRFGICN,Char,1,$ZVAR.,Imputed number of ice makers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,785,ZRFGSTP,Char,1,$ZVAR.,Imputed percent cold storage,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,786,ZWHRECOV,Char,1,$ZVAR.,Imputed waste heat recovery,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,787,ZWHHT2,Char,1,$ZVAR.,Imputed waste heat used for secondary heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,788,ZWHWT,Char,1,$ZVAR.,Imputed waste heat used for water heating,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,789,ZWHOT,Char,1,$ZVAR.,Imputed waste heat used for some other use,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,790,ZPCTERM,Char,1,$ZVAR.,Imputed computers used,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,791,ZPCTERMN,Char,1,$ZVAR.,Imputed number of computers,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,792,ZPCTRMC,Char,1,$ZVAR.,Imputed number of computers category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,793,ZMLTMON,Char,1,$ZVAR.,Imputed multiple monitors,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,794,ZMLTMNC,Char,1,$ZVAR.,Imputed multiple monitor category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,795,ZFLATC,Char,1,$ZVAR.,Imputed flat screen category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,796,ZLAPTPN,Char,1,$ZVAR.,Imputed number of laptops,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
get rid of,797,ZLAPTPC,Char,1,$ZVAR.,Imputed number of laptops category,"'0' = 'Reported'
'1' = 'Imputed'
'2' = 'Estimated'
'8' = 'Missing'
'9' = 'Inapplicable'",
